"id","temperature","pressure","humidity","gas_resistance","altitude","pm_1","pm_2","pm_10","created_at"
4883,"13","1164","0.670546126","52","-48","2470","2893","1443","2021-09-19 20:01:59.977557+02"
4884,"19","1107","0.425222352","26","-39","2697","2188","2950","2023-05-16 15:56:37.977557+02"
4885,"24","833","0.649542357","33","-17","2004","536","1158","2022-01-23 08:20:33.977557+01"
4886,"28","1765","0.114717689","13","-34","1827","2545","994","2020-01-24 03:14:08.977557+01"
4887,"12","939","0.481192936","26","-56","1037","2473","1505","2019-06-05 18:50:23.977557+02"
4888,"13","1861","0.761002493","59","-58","1502","1923","2561","2023-11-16 15:05:14.977557+01"
4889,"14","1881","0.960201394","26","-60","794","1542","2970","2022-10-20 15:18:03.977557+02"
4890,"24","1559","0.791280962","50","48","108","541","34","2020-03-07 01:05:15.977557+01"
4891,"15","1237","0.838037278","13","21","1231","2972","2744","2022-02-02 08:07:42.977557+01"
4892,"38","1121","0.24895771","48","8","229","15","989","2023-08-05 11:56:11.977557+02"
4893,"12","1694","0.190007409","52","16","707","1059","42","2021-07-28 07:31:30.977557+02"
4894,"17","1456","0.493536655","59","26","2731","2831","2719","2023-08-16 14:38:17.977557+02"
4895,"28","1704","0.384490257","41","-8","938","2862","1251","2020-02-27 19:24:08.977557+01"
4896,"35","1031","0.209187199","53","-59","1120","590","786","2019-08-20 23:54:07.977557+02"
4897,"38","1326","0.53277463","33","-22","491","1226","1271","2023-01-15 05:19:33.977557+01"
4898,"11","825","0.585613979","41","-58","2736","408","1335","2023-02-02 18:39:43.977557+01"
4899,"12","1526","0.487678851","14","45","1176","15","2955","2021-07-22 07:22:03.977557+02"
4900,"20","1039","0.530125594","18","-34","2160","2518","125","2022-08-10 01:07:38.977557+02"
4901,"35","1377","0.321181815","49","-9","1457","1356","135","2021-09-23 18:18:05.977557+02"
4902,"21","1639","0.918239919","11","-48","1629","635","2853","2020-09-11 21:16:06.977557+02"
4903,"35","1316","0.391941815","59","-56","737","2553","63","2019-05-17 03:44:44.977557+02"
4904,"37","1191","0.625320233","39","-56","2417","2932","340","2021-02-07 01:51:28.977557+01"
4905,"13","1459","0.24787682","17","42","2076","1860","2485","2022-11-16 14:10:19.977557+01"
4906,"34","1157","0.124669609","51","6","2641","2440","2620","2021-04-04 21:38:03.977557+02"
4907,"29","1735","0.120942741","45","29","1112","958","246","2022-01-19 01:39:01.977557+01"
4908,"25","1626","0.713826046","36","32","551","2860","369","2022-08-06 06:24:50.977557+02"
4909,"22","1546","0.420608059","27","-7","1235","1807","2179","2020-04-09 14:15:26.977557+02"
4910,"11","1623","0.61129486","53","-60","560","2692","971","2023-05-20 19:26:54.977557+02"
4911,"39","1715","0.020706554","53","-42","1412","1443","398","2019-05-06 17:35:25.977557+02"
4912,"22","1235","0.569452674","25","-59","2541","2392","2604","2020-11-12 10:45:03.977557+01"
4913,"26","1155","0.211815271","32","-34","2811","143","715","2019-08-20 08:54:21.977557+02"
4914,"13","1205","0.200780854","48","-2","624","550","447","2023-02-19 08:12:55.977557+01"
4915,"36","1313","0.922108849","59","-46","354","1548","165","2021-05-18 16:06:31.977557+02"
4916,"40","1779","0.706659116","24","-31","2494","315","2632","2019-05-21 17:56:34.977557+02"
4917,"18","1814","0.940638444","43","38","1617","1789","1902","2019-04-02 10:41:38.977557+02"
4918,"21","1052","0.500297279","49","-46","1052","1111","1963","2021-12-02 12:18:04.977557+01"
4919,"40","1279","0.054860051","33","-5","302","949","1204","2020-08-07 09:25:54.977557+02"
4920,"37","1660","0.039039631","46","-3","2236","2676","1354","2021-10-05 09:56:54.977557+02"
4921,"37","1160","0.55839314","60","-1","2293","2270","1987","2023-09-11 21:30:06.977557+02"
4922,"30","1359","0.191625683","29","-55","2865","1072","1034","2023-01-02 14:33:26.977557+01"
4923,"19","1618","0.816638373","56","-29","2414","565","2314","2019-06-10 22:48:30.977557+02"
4924,"14","1603","0.55782923","21","-16","508","1168","1446","2023-11-16 05:04:29.977557+01"
4925,"18","1292","0.736966535","28","-6","2351","762","1510","2021-03-20 04:16:34.977557+01"
4926,"34","1770","0.481280095","22","40","2728","789","816","2020-01-26 03:40:30.977557+01"
4927,"27","864","0.128735548","47","-21","2143","2027","140","2020-08-20 03:28:13.977557+02"
4928,"35","1031","0.935600658","42","-46","2682","1106","1512","2020-01-18 12:24:58.977557+01"
4929,"39","1870","0.873003923","15","-24","828","809","2487","2021-04-27 14:45:56.977557+02"
4930,"30","1726","0.754755714","42","-40","1874","1107","1419","2023-07-21 09:50:39.977557+02"
4931,"36","1598","0.399728545","14","-27","2820","1385","2542","2022-03-16 19:44:08.977557+01"
4932,"19","1923","0.688516734","26","-47","1337","617","582","2019-06-16 10:31:21.977557+02"
4933,"33","1606","0.507393701","35","-23","336","2106","1046","2023-01-25 04:35:24.977557+01"
4934,"15","1404","0.51004997","36","-30","129","1538","2719","2020-09-09 07:03:51.977557+02"
4935,"17","1784","0.411773113","19","11","2365","821","1582","2019-06-28 23:31:38.977557+02"
4936,"38","1217","0.094552733","13","8","2488","96","2731","2021-04-09 21:12:22.977557+02"
4937,"33","928","0.389376561","22","-28","196","750","1108","2022-02-01 03:06:46.977557+01"
4938,"23","1621","0.994128495","58","29","2398","314","2852","2019-06-05 01:41:47.977557+02"
4939,"34","862","0.175172882","36","40","828","9","1276","2020-03-28 04:04:11.977557+01"
4940,"28","1370","0.523253087","59","-19","1592","418","852","2021-02-24 07:11:12.977557+01"
4941,"30","1997","0.526054637","50","-10","2455","1871","779","2019-06-24 06:07:13.977557+02"
4942,"34","1401","0.289767808","49","-36","2525","218","2573","2019-05-11 19:56:34.977557+02"
4943,"35","821","0.885103641","24","-17","1914","472","2539","2022-08-10 08:38:26.977557+02"
4944,"15","1194","0.70930943","46","-36","773","2245","1662","2021-06-04 23:11:54.977557+02"
4945,"12","1582","0.25285524","22","-49","841","1349","1518","2020-05-26 13:26:52.977557+02"
4946,"18","1657","0.920128832","21","37","2214","932","258","2021-05-15 04:48:19.977557+02"
4947,"37","1073","0.589404484","49","25","2846","567","2640","2020-10-16 11:42:20.977557+02"
4948,"33","1344","0.623663791","51","-15","1557","1573","2903","2022-11-15 02:42:03.977557+01"
4949,"37","1565","0.864638102","46","-21","239","2748","179","2023-09-08 01:41:03.977557+02"
4950,"10","811","0.575366712","12","-58","842","2274","1946","2019-02-04 12:57:52.977557+01"
4951,"25","1779","0.182018568","39","21","76","51","1989","2021-12-07 07:43:49.977557+01"
4952,"39","1261","0.225911306","48","18","32","1746","345","2019-02-24 08:30:25.977557+01"
4953,"22","1937","0.079200078","47","48","840","1687","1533","2022-05-02 09:52:14.977557+02"
4954,"11","1359","0.395789022","41","11","1354","1170","2569","2022-12-27 19:15:40.977557+01"
4955,"10","1406","0.744761082","19","17","1057","1766","756","2023-10-20 13:07:50.977557+02"
4956,"28","1266","0.876840865","23","-4","752","1370","1793","2023-10-24 04:50:20.977557+02"
4957,"21","1532","0.231946424","38","-29","2630","654","24","2023-11-03 09:55:52.977557+01"
4958,"11","1222","0.903159047","37","40","839","2738","2451","2021-01-27 21:27:07.977557+01"
4959,"19","1636","0.558403253","12","-41","2851","1467","1321","2019-11-18 22:59:59.977557+01"
4960,"33","954","0.066288441","46","-60","1277","1040","2728","2020-09-13 08:42:57.977557+02"
4961,"34","1541","0.166141557","10","5","2183","292","96","2020-10-28 17:26:15.977557+01"
4962,"35","1762","0.037477118","16","44","706","2385","2606","2023-04-27 01:25:01.977557+02"
4963,"25","1738","0.004220003","21","14","2436","615","1897","2019-06-02 13:34:37.977557+02"
4964,"38","1461","0.61470958","56","33","44","2097","540","2020-01-18 19:28:43.977557+01"
4965,"24","1448","0.813977534","56","-57","2604","2653","2437","2023-01-23 05:09:21.977557+01"
4966,"33","820","0.235033526","52","32","337","453","811","2020-05-12 20:01:44.977557+02"
4967,"30","1863","0.12744939","58","-53","2798","1922","2797","2023-05-07 06:57:44.977557+02"
4968,"37","1066","0.843650491","37","-25","2216","1609","2163","2021-05-02 10:26:02.977557+02"
4969,"14","1054","0.944374146","56","-32","2055","20","2702","2020-08-19 23:58:44.977557+02"
4970,"40","1640","0.619865981","12","-59","2506","1398","2775","2023-09-16 23:34:41.977557+02"
4971,"25","1927","0.720223812","45","14","20","635","2107","2021-01-26 17:38:38.977557+01"
4972,"25","1243","0.820407773","11","-2","1915","2581","2823","2021-02-21 22:04:33.977557+01"
4973,"30","1961","0.706355742","21","2","870","1775","1044","2021-02-28 11:08:16.977557+01"
4974,"19","1488","0.556552407","13","40","2015","452","97","2020-02-22 20:38:29.977557+01"
4975,"31","1629","0.935420064","9","-54","1900","2497","6","2023-06-01 17:30:57.977557+02"
4976,"24","1729","0.167724166","54","48","890","1918","2096","2022-04-14 11:56:06.977557+02"
4977,"31","1462","0.68574355","39","38","2857","1474","85","2021-01-22 07:37:24.977557+01"
4978,"27","1645","0.512006022","29","36","439","170","1053","2021-07-23 13:29:48.977557+02"
4979,"22","1236","0.593543463","32","14","2548","1457","1986","2023-06-20 13:12:07.977557+02"
4980,"20","1306","0.670684565","50","26","1634","1406","2866","2022-10-10 08:57:17.977557+02"
4981,"18","1931","0.666467508","9","2","1589","103","719","2019-09-15 07:49:54.977557+02"
4982,"20","1008","0.58869806","37","-34","761","1348","1938","2022-10-18 22:53:16.977557+02"
4983,"34","1750","0.583849788","46","-33","901","1777","2813","2021-03-04 07:49:23.977557+01"
4984,"23","1965","0.782982562","59","-4","944","2260","2409","2022-06-06 16:56:09.977557+02"
4985,"36","1234","0.664818489","33","26","2470","2035","2096","2023-07-24 06:17:33.977557+02"
4986,"21","1041","0.087279776","35","-7","413","2147","2797","2020-04-02 22:32:40.977557+02"
4987,"33","1596","0.194312598","48","-49","246","1242","1410","2021-01-01 21:22:37.977557+01"
4988,"13","1507","0.519295004","40","39","1827","636","2479","2022-04-04 17:27:16.977557+02"
4989,"11","1357","0.242508418","54","49","2413","1610","473","2023-10-01 23:50:43.977557+02"
4990,"28","1970","0.380704986","38","48","81","1176","990","2023-04-11 14:32:23.977557+02"
4991,"14","803","0.760807128","29","47","1156","1155","1857","2023-11-05 13:41:03.977557+01"
4992,"15","858","0.420239185","27","14","2586","2806","1119","2019-07-28 05:29:55.977557+02"
4993,"20","1242","0.447747458","51","-35","347","2494","2021","2022-11-06 21:05:22.977557+01"
4994,"27","1485","0.591369827","15","-2","2172","2435","2656","2021-01-03 17:04:19.977557+01"
4995,"34","1020","0.581190593","30","-21","2381","384","1043","2023-04-20 04:29:46.977557+02"
4996,"18","1195","0.632197953","25","18","2065","925","289","2019-12-12 09:50:21.977557+01"
4997,"35","850","0.024223464","27","-5","349","1843","1718","2022-07-16 15:48:47.977557+02"
4998,"26","1207","0.44238969","57","23","1970","1679","920","2020-05-01 19:01:25.977557+02"
4999,"17","1814","0.792682462","38","2","1281","1296","618","2023-01-18 02:53:09.977557+01"
5000,"22","1469","0.194769844","48","-35","1445","1321","1678","2022-07-07 21:07:37.977557+02"
5001,"14","1089","0.280498643","43","-18","2839","255","1348","2021-11-11 09:26:39.977557+01"
5002,"12","1864","0.517493044","14","-49","1110","720","1888","2021-10-23 10:33:09.977557+02"
5003,"16","1884","0.529441676","14","-2","1556","2736","702","2021-01-19 20:55:33.977557+01"
5004,"17","807","0.037581909","11","-53","674","1412","2074","2023-01-11 12:49:33.977557+01"
5005,"12","1961","0.565409932","28","-57","2847","2623","1673","2019-03-03 07:31:43.977557+01"
5006,"36","1436","0.101237118","12","-25","1952","1087","560","2023-06-14 19:59:37.977557+02"
5007,"33","1951","0.786472138","9","-11","1569","2098","2732","2019-04-18 03:20:15.977557+02"
5008,"14","1514","0.507476719","10","-36","2758","2614","829","2023-04-26 03:25:45.977557+02"
5009,"16","1554","0.673191095","52","-36","1381","632","2367","2022-08-14 02:01:11.977557+02"
5010,"39","1155","0.907648321","51","-26","1769","733","2557","2021-11-14 11:14:46.977557+01"
5011,"36","1150","0.402277049","13","49","107","1826","2166","2020-10-20 12:05:17.977557+02"
5012,"34","1105","0.742916983","51","-14","1991","2357","2452","2022-12-10 03:40:01.977557+01"
5013,"32","957","0.721547743","18","-31","1234","445","1481","2021-04-10 13:23:39.977557+02"
5014,"12","986","0.889291758","26","12","1355","1705","338","2023-04-07 12:09:30.977557+02"
5015,"11","1361","0.619396717","33","-4","1498","371","301","2023-03-19 18:59:33.977557+01"
5016,"33","1165","0.336146074","50","49","1804","1065","670","2020-06-09 23:21:39.977557+02"
5017,"35","1559","0.907610383","35","3","920","1193","836","2020-10-16 10:08:10.977557+02"
5018,"33","1317","0.233454884","58","13","932","2215","222","2019-06-01 18:54:26.977557+02"
5019,"10","1069","0.690266618","38","41","2771","733","510","2019-12-22 20:30:19.977557+01"
5020,"40","1026","0.759557392","11","-59","411","2472","2434","2022-05-09 10:28:55.977557+02"
5021,"18","1739","0.293769794","20","5","57","2726","1168","2022-11-14 19:23:42.977557+01"
5022,"33","1110","0.668043397","11","-15","846","386","617","2021-10-02 19:01:25.977557+02"
5023,"18","949","0.914993928","12","-54","754","1622","1052","2021-03-15 01:51:47.977557+01"
5024,"16","1661","0.467966543","37","-25","1928","1397","277","2019-07-04 19:27:17.977557+02"
5025,"20","1915","0.680271475","45","3","483","1562","79","2020-02-09 05:25:53.977557+01"
5026,"39","1281","0.639253255","40","-2","2020","881","606","2020-11-01 04:04:20.977557+01"
5027,"16","1054","0.406343844","53","18","2422","193","2536","2021-12-03 20:50:12.977557+01"
5028,"28","1796","0.161112379","25","26","2476","903","1075","2021-10-16 22:41:22.977557+02"
5029,"29","1780","0.524673975","49","12","2434","2519","250","2021-06-14 15:51:22.977557+02"
5030,"31","1701","0.399688073","36","48","1959","891","2064","2020-08-27 01:47:32.977557+02"
5031,"28","1337","0.755205124","54","3","524","2028","2346","2021-07-01 23:12:01.977557+02"
5032,"26","1410","0.403028386","40","-40","1908","2989","501","2021-08-01 13:48:10.977557+02"
5033,"23","927","0.150752168","44","30","1331","785","2224","2023-06-27 17:23:20.977557+02"
5034,"33","1685","0.75185884","57","21","411","42","1399","2023-05-09 16:08:29.977557+02"
5035,"10","1872","0.482750359","50","-19","2917","2409","2250","2023-03-05 01:43:07.977557+01"
5036,"36","1472","0.360693789","46","39","756","1282","1794","2023-10-07 19:05:57.977557+02"
5037,"31","910","0.050558114","44","-56","2516","1237","648","2022-10-09 10:13:20.977557+02"
5038,"39","1196","0.825921887","37","-3","1676","296","1472","2021-06-24 02:22:18.977557+02"
5039,"21","1619","0.884520411","49","-53","1451","2403","1050","2020-07-03 09:16:50.977557+02"
5040,"30","1542","0.46554341","10","-52","2289","1118","324","2021-07-26 09:05:13.977557+02"
5041,"17","1800","0.986161514","38","45","292","2479","2917","2020-03-08 00:47:49.977557+01"
5042,"22","926","0.115209845","13","-45","1806","236","1291","2019-11-07 12:21:13.977557+01"
5043,"40","1397","0.09795717","21","-35","1757","2774","2749","2019-08-02 15:08:07.977557+02"
5044,"28","915","0.552416253","14","19","40","1380","1279","2023-05-08 23:37:16.977557+02"
5045,"32","1690","0.330153658","24","-25","768","2534","535","2022-08-17 21:42:01.977557+02"
5046,"18","1188","0.652767035","26","-28","1557","689","1567","2023-03-08 01:43:34.977557+01"
5047,"11","1947","0.292895777","32","-33","917","2939","2841","2023-04-12 03:55:25.977557+02"
5048,"36","1938","0.592033484","37","-28","352","2344","330","2022-09-10 22:15:46.977557+02"
5049,"28","1472","0.188668544","37","12","1307","701","2236","2023-10-23 23:56:45.977557+02"
5050,"22","1793","0.41250282","30","50","2255","848","1216","2022-08-07 17:47:14.977557+02"
5051,"17","1156","0.662052902","25","-15","1852","1294","2219","2022-11-06 05:50:33.977557+01"
5052,"37","1858","0.203069365","27","10","962","1288","774","2023-05-06 08:08:51.977557+02"
5053,"11","1466","0.316186746","44","30","1168","562","1010","2021-07-09 02:30:17.977557+02"
5054,"18","809","0.876716282","16","-23","2223","2856","1441","2021-03-20 19:35:17.977557+01"
5055,"29","859","0.885357919","48","33","744","762","2885","2021-06-12 09:29:04.977557+02"
5056,"11","875","0.517216004","43","-25","2576","2482","2405","2019-11-15 15:59:24.977557+01"
5057,"15","1071","0.10628284","20","6","729","978","701","2021-02-26 22:13:04.977557+01"
5058,"21","872","0.201276329","33","-17","443","2822","113","2021-08-26 14:44:19.977557+02"
5059,"13","1933","0.241700602","32","48","74","1126","1959","2020-09-08 09:42:22.977557+02"
5060,"24","1017","0.636384027","11","-35","2280","1920","1620","2020-10-14 09:44:04.977557+02"
5061,"29","1224","0.755978681","19","-59","908","2392","2083","2019-04-09 14:18:35.977557+02"
5062,"37","1697","0.543386211","16","43","1167","479","2551","2020-06-08 13:29:25.977557+02"
5063,"16","1639","0.784828028","20","-55","2870","2943","2270","2022-02-08 02:03:28.977557+01"
5064,"13","1871","0.676039807","46","29","2311","268","2979","2023-11-05 17:32:09.977557+01"
5065,"31","1073","0.596675483","49","-54","986","2637","862","2023-06-07 06:20:16.977557+02"
5066,"36","1122","0.660789582","21","7","337","404","2086","2023-03-14 15:18:21.977557+01"
5067,"31","1129","0.119737044","55","0","1860","1603","2990","2023-03-20 16:33:27.977557+01"
5068,"31","1047","0.385561115","39","-18","238","705","1932","2020-11-28 16:52:26.977557+01"
5069,"35","1681","0.941603251","25","-16","474","2478","1202","2021-05-28 03:53:46.977557+02"
5070,"32","1256","0.654693038","10","-7","954","30","1106","2023-10-28 09:50:20.977557+02"
5071,"40","1261","0.489169285","27","-12","396","1772","919","2020-06-10 04:36:02.977557+02"
5072,"25","1404","0.868278421","21","-59","2277","973","2456","2023-02-24 13:45:54.977557+01"
5073,"30","1544","0.317806613","48","3","158","2522","2979","2022-02-06 07:45:30.977557+01"
5074,"15","1556","0.983539545","39","3","1626","1543","2899","2023-09-22 09:28:48.977557+02"
5075,"22","1138","0.640763587","48","7","2876","1875","542","2022-01-05 02:03:17.977557+01"
5076,"24","1370","0.173639247","11","27","500","79","639","2022-05-07 18:54:24.977557+02"
5077,"14","1980","0.41636398","31","-4","2930","1859","2412","2019-09-07 12:44:37.977557+02"
5078,"29","1294","0.148912017","37","35","1533","1163","2768","2020-02-12 19:43:29.977557+01"
5079,"39","2000","0.106284568","47","44","607","2549","648","2019-08-25 19:08:22.977557+02"
5080,"27","1643","0.984201602","14","-15","2911","750","2914","2020-12-05 05:14:01.977557+01"
5081,"10","859","0.934038992","12","-59","2092","1296","2880","2021-01-04 14:28:45.977557+01"
5082,"10","1371","0.837661464","58","10","2477","779","677","2022-07-28 22:27:46.977557+02"
5083,"17","1654","0.397155077","16","-35","2952","585","1295","2021-11-04 02:16:53.977557+01"
5084,"18","1339","0.14314002","40","-2","2586","2525","1527","2021-02-22 12:48:40.977557+01"
5085,"36","1073","0.554958587","44","-25","960","2711","106","2022-12-07 11:44:07.977557+01"
5086,"16","922","0.905706546","33","12","1765","787","1500","2019-07-28 18:25:34.977557+02"
5087,"26","990","0.61377214","60","-56","1936","2678","2530","2023-12-10 19:15:04.977557+01"
5088,"12","912","0.931638966","43","-6","2689","2675","584","2019-07-26 11:06:26.977557+02"
5089,"24","1133","0.203370281","60","-30","913","2405","1705","2020-07-09 16:45:51.977557+02"
5090,"15","1515","0.369775164","10","-4","2315","377","2501","2022-08-15 03:08:56.977557+02"
5091,"17","1688","0.141704079","37","0","1493","1527","881","2021-01-03 06:53:43.977557+01"
5092,"31","824","0.61933785","48","47","169","2191","1532","2019-07-06 07:47:33.977557+02"
5093,"21","1138","0.203106759","26","-54","2184","629","1723","2020-11-08 03:33:50.977557+01"
5094,"25","1013","0.034352506","11","13","1324","2065","1529","2020-10-06 03:10:17.977557+02"
5095,"11","1506","0.939452231","26","-8","2475","934","1787","2022-08-01 13:58:53.977557+02"
5096,"18","1934","0.661240065","15","-20","1927","2621","2789","2021-12-28 16:41:44.977557+01"
5097,"23","1643","0.612175663","13","-17","2848","2184","1585","2019-08-27 21:46:35.977557+02"
5098,"23","1634","0.648272289","32","-47","618","539","1861","2023-04-28 02:51:48.977557+02"
5099,"11","1317","0.322347574","32","-38","1232","2771","738","2020-09-12 10:13:34.977557+02"
5100,"14","1980","0.901126988","15","-4","1334","1149","2188","2021-06-05 07:39:43.977557+02"
5101,"24","1728","0.512910981","22","50","28","1473","1564","2020-06-07 17:41:12.977557+02"
5102,"33","906","0.765300671","18","-5","1750","1649","1694","2022-07-09 22:54:21.977557+02"
5103,"33","1524","0.674456629","26","-30","2070","1450","2767","2020-11-13 15:15:09.977557+01"
5104,"24","1483","0.663413626","50","-36","2427","1458","2699","2023-08-17 21:11:03.977557+02"
5105,"25","1756","0.832443454","37","-21","865","2948","2123","2020-06-19 06:52:23.977557+02"
5106,"26","1907","0.744676302","48","14","2197","1563","664","2023-09-26 01:44:02.977557+02"
5107,"34","1014","0.157869285","31","20","1040","404","1445","2021-01-28 03:31:13.977557+01"
5108,"39","1278","0.801528755","45","43","2205","1342","511","2020-07-21 11:29:40.977557+02"
5109,"14","1479","0.634834668","39","37","515","1446","2744","2022-02-05 10:02:36.977557+01"
5110,"24","1617","0.923104501","23","7","964","1078","1525","2021-08-16 11:51:28.977557+02"
5111,"39","1440","0.558190488","51","-38","291","203","2685","2021-12-12 13:04:13.977557+01"
5112,"21","1381","0.859320488","49","13","2078","838","154","2023-01-22 05:32:39.977557+01"
5113,"28","1831","0.84262245","53","1","2022","839","2986","2022-04-04 20:25:24.977557+02"
5114,"21","1642","0.47926448","31","-57","550","2305","1315","2019-07-01 11:55:27.977557+02"
5115,"25","1089","0.791492758","60","-37","1296","2368","203","2020-02-01 13:40:57.977557+01"
5116,"31","1085","0.011988922","59","16","1467","1053","2598","2023-11-27 10:30:18.977557+01"
5117,"22","1150","0.347183145","29","42","37","508","756","2023-12-23 09:10:31.977557+01"
5118,"20","1496","0.222700497","27","35","1079","1272","285","2019-12-20 13:14:24.977557+01"
5119,"39","1673","0.984397275","12","-51","2566","56","2857","2023-11-21 19:10:17.977557+01"
5120,"11","1130","0.586201154","10","7","1490","2871","2013","2020-10-18 18:16:56.977557+02"
5121,"21","1019","0.808130564","56","-33","2388","2497","1729","2021-10-20 02:08:44.977557+02"
5122,"31","860","0.490532151","18","-9","2326","2059","357","2022-12-25 15:18:16.977557+01"
5123,"23","1987","0.046371105","10","-37","1488","2857","476","2020-04-16 14:01:04.977557+02"
5124,"18","1434","0.873833029","19","-7","485","1306","2333","2021-01-26 09:36:04.977557+01"
5125,"17","1456","0.887809206","23","-1","2415","1876","945","2022-09-09 16:45:58.977557+02"
5126,"34","1786","0.90619931","17","-6","1308","2168","2435","2021-01-04 00:13:49.977557+01"
5127,"39","1046","0.018430289","46","29","997","1658","2716","2021-08-06 12:46:47.977557+02"
5128,"18","1334","0.45405589","48","-14","2158","2648","2767","2021-03-04 19:49:37.977557+01"
5129,"13","1337","0.26444709","58","11","676","1116","1787","2021-05-08 04:15:21.977557+02"
5130,"25","975","0.990108721","39","36","436","634","412","2023-03-09 10:38:52.977557+01"
5131,"24","1921","0.864027797","13","2","2541","1064","317","2022-11-22 22:44:29.977557+01"
5132,"20","1837","0.473271256","35","39","2202","2744","2771","2022-03-26 11:28:51.977557+01"
5133,"15","1034","0.705219958","34","-35","1623","601","1961","2021-04-15 05:07:50.977557+02"
5134,"12","1797","0.147533465","52","-42","2503","2465","73","2022-12-03 17:07:34.977557+01"
5135,"30","907","0.383202829","51","47","1221","1442","2091","2019-01-01 21:05:38.977557+01"
5136,"16","823","0.430737828","33","-5","451","1590","2208","2023-01-28 20:41:47.977557+01"
5137,"19","1918","0.445005312","15","39","362","223","450","2019-09-25 23:57:48.977557+02"
5138,"26","1723","0.065718704","36","-38","988","188","1455","2019-10-09 23:50:07.977557+02"
5139,"27","1850","0.658640443","60","-22","130","1091","1348","2022-09-02 06:13:21.977557+02"
5140,"11","1682","0.828559535","47","44","2493","2153","1369","2023-12-23 12:30:04.977557+01"
5141,"22","1428","0.262703463","20","-1","1166","2675","2483","2023-10-23 22:03:04.977557+02"
5142,"37","1242","0.297806873","28","42","1701","2499","2384","2023-01-22 15:57:52.977557+01"
5143,"16","1635","0.449585291","55","14","1309","2006","2178","2019-06-13 07:01:03.977557+02"
5144,"33","1271","0.034523281","53","-45","812","303","2637","2023-04-19 04:08:08.977557+02"
5145,"28","1900","0.305884384","54","-36","313","2225","73","2022-10-03 01:23:49.977557+02"
5146,"21","1242","0.90948821","41","-24","1373","1961","812","2021-05-21 08:21:14.977557+02"
5147,"26","1348","0.252443131","24","-56","35","276","2260","2019-02-22 08:04:25.977557+01"
5148,"22","1434","0.930145749","57","-16","2071","2939","2288","2021-12-09 06:14:09.977557+01"
5149,"17","1434","0.733775044","53","50","442","2181","220","2021-02-14 08:57:37.977557+01"
5150,"20","1077","0.929314022","40","23","321","109","2134","2023-07-16 05:26:50.977557+02"
5151,"25","1289","0.416394718","52","-58","2149","2428","2401","2022-02-20 05:26:52.977557+01"
5152,"24","1767","0.004524522","60","17","2136","2821","1067","2022-12-17 20:09:56.977557+01"
5153,"14","1693","0.957106487","43","-52","928","2044","848","2019-04-01 09:35:28.977557+02"
5154,"16","805","0.060878617","37","-42","1848","2397","773","2023-01-10 11:08:32.977557+01"
5155,"15","1517","0.11936447","48","-8","1144","2579","864","2023-02-12 04:18:09.977557+01"
5156,"15","1250","0.637485136","29","41","241","1439","2806","2020-02-16 03:15:32.977557+01"
5157,"29","1919","0.972427687","52","1","698","1130","982","2021-03-16 00:19:17.977557+01"
5158,"15","1573","0.843651596","50","30","1671","530","2335","2019-11-24 16:40:12.977557+01"
5159,"12","1188","0.368868297","56","15","1932","293","368","2023-07-15 06:18:03.977557+02"
5160,"23","991","0.372388215","39","27","1098","686","979","2020-04-04 13:57:40.977557+02"
5161,"17","950","0.700644445","14","-3","2635","1391","2396","2020-05-13 23:50:08.977557+02"
5162,"36","800","0.780007329","33","50","1678","1122","1144","2022-06-14 15:36:01.977557+02"
5163,"30","1624","0.659339977","58","-28","1589","2471","225","2023-02-02 10:25:05.977557+01"
5164,"15","1546","0.954937345","37","-7","2418","681","1619","2023-12-19 17:29:25.977557+01"
5165,"29","1576","0.564681269","28","-55","2665","784","2840","2022-05-14 09:12:50.977557+02"
5166,"17","1772","0.132634629","32","-15","1147","987","2048","2021-05-12 04:25:40.977557+02"
5167,"11","1853","0.515645099","23","19","1331","641","1713","2021-01-10 17:10:54.977557+01"
5168,"31","1103","0.649706963","51","-37","1223","1297","360","2021-11-14 03:58:13.977557+01"
5169,"25","968","0.381380313","58","-47","1555","393","281","2019-11-26 04:46:33.977557+01"
5170,"12","1979","0.412625861","38","-9","1173","1672","2745","2023-07-20 12:31:07.977557+02"
5171,"11","1760","0.795287284","21","-23","2075","959","2107","2020-02-26 05:01:25.977557+01"
5172,"29","1331","0.950297599","36","5","1659","2168","2087","2023-08-08 13:52:48.977557+02"
5173,"40","1527","0.313688694","32","50","1908","2561","2280","2019-10-15 16:05:48.977557+02"
5174,"35","1787","0.507005611","52","16","834","2912","640","2020-02-17 07:22:03.977557+01"
5175,"29","1031","0.166800064","13","-57","980","1084","1060","2021-07-28 09:21:04.977557+02"
5176,"17","1660","0.024256157","16","-20","296","2674","361","2020-03-16 08:38:46.977557+01"
5177,"37","1302","0.733397708","49","-30","1946","1924","2153","2020-05-15 03:14:25.977557+02"
5178,"16","1343","0.824804927","53","-36","2235","2648","800","2019-08-18 07:24:06.977557+02"
5179,"16","1614","0.126821518","39","-8","2129","1488","2457","2023-06-09 19:54:54.977557+02"
5180,"20","1374","0.183964161","43","34","1077","1737","1245","2019-07-21 01:03:16.977557+02"
5181,"23","1259","0.016522583","40","5","2866","1996","1519","2022-09-16 21:02:13.977557+02"
5182,"15","1841","0.831732206","15","30","803","1499","2621","2021-11-12 10:32:46.977557+01"
